voyage_id,vessel_type,dwt,n_ports,nz_dest_port,p_invasion,p_alien_per_port,p_intro_per_port,p_estab_per_port,pr_inv_per_port
736,Container,61636.0,7,AUCKLAND,0.0003836548,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.36568985, 0.38270372, 0.45633464, 0.5421214, 0.56516993, 0.71838464]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[4.82535e-05, 5.04986e-05, 6.02143e-05, 6.30097e-05, 6.56886e-05, 9.60506e-05]"
737,Container,61636.0,7,AUCKLAND,0.0002982714,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.28856064, 0.30511087, 0.3741324, 0.40343903, 0.4205774, 0.55967437]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[3.80762e-05, 4.026e-05, 4.93676e-05, 4.68909e-05, 4.88829e-05, 7.48305e-05]"
738,Container,61636.0,7,AUCKLAND,0.0002874933,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.28271859, 0.33465162, 0.3609549, 0.38085268, 0.4503474, 0.53897641]","[0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.0001061, 0.00013371]","[3.73053e-05, 4.4158e-05, 4.19531e-05, 4.42658e-05, 4.77821e-05, 7.20631e-05]"
739,Container,61636.0,6,AUCKLAND,0.000303211,"[1.0, 1.0, 1.0, 1.0, 0.999965]","[0.36757608, 0.38473406, 0.43829625, 0.4841938, 0.67213786]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00013371]","[4.85024e-05, 5.07665e-05, 5.78341e-05, 5.62769e-05, 8.98673e-05]"
742,Bulker,31939.0,5,AUCKLAND,0.000266641,"[1.0, 1.0, 1.0, 1.0]","[0.26748504, 0.44262374, 0.61141165, 0.69941504]","[0.00013195, 0.00013195, 0.00013195, 0.00013195]","[3.52952e-05, 5.84051e-05, 8.06771e-05, 9.22893e-05]"
743,Bulker,31939.0,5,WELLINGTON,0.0001625203,"[1.0, 1.0, 1.0, 1.0]","[0.23733055, 0.38608009, 0.46155725, 0.60906663]","[0.00010536, 0.00010536, 0.00010536, 7.916e-05]","[2.50063e-05, 4.06792e-05, 4.86318e-05, 4.82127e-05]"
747,Bulker,31939.0,5,WELLINGTON,0.0002253914,"[1.0, 1.0, 1.0, 1.0]","[0.20278053, 0.4495978, 0.60782042, 0.67807145]","[0.00010863, 0.00010536, 0.00012132, 0.00012132]","[2.20272e-05, 4.73717e-05, 7.37436e-05, 8.22668e-05]"
750,Bulker,31939.0,5,WELLINGTON,0.0001835,"[1.0, 1.0, 1.0, 1.0]","[0.18975258, 0.40030733, 0.63656744, 0.69877421]","[0.00012132, 0.00012132, 8.382e-05, 8.382e-05]","[2.30217e-05, 4.85672e-05, 5.33547e-05, 5.85687e-05]"
752,Container,18409.0,7,NELSON,0.0001849168,"[0.999933, 0.999847, 0.999986, 0.999936, 0.999998, 0.999998]","[0.18442868, 0.26460605, 0.2959761, 0.33129023, 0.37677975, 0.42477436]","[0.00014047, 0.00010558, 0.00010558, 8.814e-05, 8.814e-05, 8.814e-05]","[2.59054e-05, 2.79334e-05, 3.12494e-05, 2.91969e-05, 3.32079e-05, 3.7438e-05]"
755,Container,53327.0,7,AUCKLAND,0.00037186,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.34292985, 0.40555903, 0.43756207, 0.49792483, 0.64358007, 0.69005706]","[0.00013195, 0.00011063, 0.00011063, 0.00011063, 0.00013371, 0.00013371]","[4.52503e-05, 4.4867e-05, 4.84075e-05, 5.50854e-05, 8.6049e-05, 9.22573e-05]"
756,Container,53327.0,7,AUCKLAND,0.0003584862,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.36293082, 0.39454597, 0.44105884, 0.45955829, 0.63190776, 0.6777754]","[0.00011063, 0.00011063, 0.00011063, 0.00011063, 0.00013371, 0.00013371]","[4.0151e-05, 4.36486e-05, 4.87943e-05, 5.08409e-05, 8.44884e-05, 9.06153e-05]"
757,Container,53327.0,7,AUCKLAND,0.0003426366,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.3437818, 0.39579835, 0.41255498, 0.43888597, 0.55521541, 0.6877607]","[0.00011063, 0.00011063, 0.00011063, 0.00011174, 0.00013371, 0.00013371]","[3.80326e-05, 4.37872e-05, 4.56409e-05, 4.90392e-05, 7.42343e-05, 9.19503e-05]"
758,Container,53327.0,7,AUCKLAND,0.0003079987,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.28944626, 0.36232771, 0.43509903, 0.45299185, 0.48342703, 0.6257594]","[0.00011063, 0.00011063, 0.00011063, 0.00011063, 0.00011174, 0.00013371]","[3.20214e-05, 4.00843e-05, 4.8135e-05, 5.01145e-05, 5.4016e-05, 8.36663e-05]"
759,Container,53327.0,7,AUCKLAND,0.0003600893,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.34688731, 0.4249383, 0.44353765, 0.48387727, 0.61027484, 0.67335609]","[0.00011063, 0.00011063, 0.00011063, 0.00011174, 0.00013371, 0.00013371]","[3.83761e-05, 4.70109e-05, 4.90686e-05, 5.40663e-05, 8.1596e-05, 9.00244e-05]"
760,Container,53327.0,7,AUCKLAND,0.0003181179,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.27696136, 0.31154917, 0.35224742, 0.45445984, 0.5765821, 0.64859985]","[0.00011063, 0.00011063, 0.00011063, 0.00011063, 0.00013371, 0.00013371]","[3.06402e-05, 3.44667e-05, 3.89691e-05, 5.02769e-05, 7.70911e-05, 8.67146e-05]"
761,Container,53327.0,7,AUCKLAND,0.0003379484,"[0.999965, 1.0, 1.0, 1.0, 1.0, 0.999998]","[0.31167366, 0.39902094, 0.41429174, 0.43477575, 0.48648437, 0.66525757]","[0.00013371, 0.00011623, 0.00011623, 0.00011623, 0.00013195, 0.00013088]","[4.16719e-05, 4.63774e-05, 4.81523e-05, 5.05331e-05, 6.41926e-05, 8.70679e-05]"
765,Container,38004.0,5,NELSON,0.0001874313,"[1.0, 1.0, 1.0, 1.0]","[0.42566562, 0.44869469, 0.47699421, 0.56552104]","[8.382e-05, 8.382e-05, 8.382e-05, 0.00013117]","[3.56777e-05, 3.76079e-05, 3.99799e-05, 7.41784e-05]"
767,Container,38004.0,5,AUCKLAND,0.0001870093,"[0.999965, 1.0, 1.0, 0.999965]","[0.24891472, 0.31571463, 0.42021282, 0.54093863]","[0.00013371, 0.00011063, 0.00011063, 0.00013371]","[3.32808e-05, 3.49275e-05, 4.64881e-05, 7.23255e-05]"
769,Container,38004.0,6,AUCKLAND,0.0002618428,"[1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.30629617, 0.3291817, 0.36446808, 0.52293449, 0.60528888]","[0.00011063, 0.00011063, 0.00011174, 0.00013371, 0.00013371]","[3.38855e-05, 3.64174e-05, 4.0724e-05, 6.99182e-05, 8.09242e-05]"
772,Container,36307.0,7,AUCKLAND,0.0003165215,"[1.0, 1.0, 1.0, 1.0, 0.999902, 0.999998]","[0.30601401, 0.32339548, 0.35044549, 0.37095401, 0.52997872, 0.59109537]","[0.00011623, 0.00011623, 0.00013195, 0.00013195, 0.00013371, 0.00013088]","[3.55674e-05, 3.75876e-05, 4.6242e-05, 4.89482e-05, 7.08556e-05, 7.73616e-05]"
773,Container,36307.0,7,AUCKLAND,0.0003006947,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999902]","[0.27726718, 0.29345963, 0.35863592, 0.38874081, 0.42407585, 0.59704095]","[0.00011623, 0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00013371]","[3.22262e-05, 3.41082e-05, 4.73228e-05, 5.12952e-05, 5.59577e-05, 7.98215e-05]"
777,Container,109657.0,7,TAURANGA,0.0004219235,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.45856797, 0.47560963, 0.50122309, 0.55676857, 0.60769259, 0.66878038]","[0.00012209, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[5.59876e-05, 5.80683e-05, 6.11955e-05, 7.49384e-05, 8.17926e-05, 9.00147e-05]"
778,Container,109657.0,7,TAURANGA,0.0004303919,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.47219196, 0.4863459, 0.51655229, 0.565781, 0.62416153, 0.67023657]","[0.00012209, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[5.7651e-05, 5.93791e-05, 6.30671e-05, 7.61515e-05, 8.40092e-05, 9.02107e-05]"
779,Container,109657.0,7,TAURANGA,0.0004406987,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.47672013, 0.49853697, 0.5334067, 0.58083948, 0.64127389, 0.68421514]","[0.00012209, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[5.82039e-05, 6.08675e-05, 6.51249e-05, 7.81783e-05, 8.63125e-05, 9.20922e-05]"
780,Container,109657.0,7,TAURANGA,0.0004126039,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.30726885, 0.34911814, 0.54305271, 0.5990454, 0.63706279, 0.69382104]","[0.00013195, 0.00013195, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[4.05448e-05, 4.60669e-05, 6.63026e-05, 8.06287e-05, 8.57457e-05, 9.33851e-05]"
787,Container,69107.0,7,AUCKLAND,0.0003740937,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.42027166, 0.44240129, 0.47822999, 0.50511814, 0.5240513, 0.73806707]","[0.00011623, 0.00011623, 0.00011623, 0.00011623, 0.00011623, 0.00013371]","[4.88474e-05, 5.14194e-05, 5.55837e-05, 5.87089e-05, 6.09095e-05, 9.86822e-05]"
788,Container,69107.0,7,AUCKLAND,0.0003941286,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.39111053, 0.46054728, 0.48971052, 0.52621686, 0.54305666, 0.69494639]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[5.16079e-05, 6.07702e-05, 6.46183e-05, 6.11612e-05, 6.31184e-05, 9.29168e-05]"
789,Container,69107.0,7,AUCKLAND,0.0003942677,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.39463115, 0.44919847, 0.47872829, 0.51591146, 0.53590564, 0.72972521]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[5.20724e-05, 5.92727e-05, 6.31692e-05, 5.99634e-05, 6.22873e-05, 9.75669e-05]"
790,Container,69107.0,7,AUCKLAND,0.0004136384,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.43410583, 0.46925868, 0.50444948, 0.54932627, 0.56777488, 0.73376198]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[5.72812e-05, 6.19197e-05, 6.65632e-05, 6.38471e-05, 6.59914e-05, 9.81066e-05]"
791,Container,69107.0,7,AUCKLAND,0.0004125123,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.42696914, 0.46127716, 0.50074447, 0.54649363, 0.57428441, 0.74071655]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[5.63395e-05, 6.08665e-05, 6.60743e-05, 6.35179e-05, 6.6748e-05, 9.90365e-05]"
792,Container,69107.0,7,AUCKLAND,0.0003920703,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.40948258, 0.44372905, 0.47469426, 0.51363728, 0.53378644, 0.71182685]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[5.40321e-05, 5.8551e-05, 6.26369e-05, 5.96991e-05, 6.2041e-05, 9.51738e-05]"
793,Container,69107.0,7,AUCKLAND,0.0003770872,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.37695641, 0.40734309, 0.45040277, 0.48523163, 0.50391817, 0.74236648]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[4.97402e-05, 5.37498e-05, 5.94316e-05, 5.63975e-05, 5.85694e-05, 9.92571e-05]"
794,Container,69107.0,7,AUCKLAND,0.0004159288,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.43217975, 0.47821744, 0.51010698, 0.55018488, 0.56881096, 0.73672746]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[5.7027e-05, 6.31018e-05, 6.73097e-05, 6.39469e-05, 6.61118e-05, 9.85031e-05]"
795,Container,69107.0,7,AUCKLAND,0.0004151817,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.4303431, 0.46321539, 0.51046394, 0.55153628, 0.57249205, 0.74302872]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[5.67847e-05, 6.11222e-05, 6.73568e-05, 6.4104e-05, 6.65396e-05, 9.93456e-05]"
796,Container,69107.0,7,AUCKLAND,0.0004198975,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.42974462, 0.46613886, 0.52211679, 0.56474263, 0.58676345, 0.74063014]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[5.67057e-05, 6.1508e-05, 6.88944e-05, 6.56389e-05, 6.81984e-05, 9.90249e-05]"
797,Container,69107.0,7,AUCKLAND,0.0004172916,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.43882567, 0.47647248, 0.51324454, 0.55577853, 0.57723411, 0.72680608]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[5.7904e-05, 6.28716e-05, 6.77237e-05, 6.45971e-05, 6.70908e-05, 9.71766e-05]"
798,Container,69107.0,7,AUCKLAND,0.0004071038,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.41407846, 0.44606362, 0.50522625, 0.54351102, 0.5637265, 0.73533514]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[5.46385e-05, 5.8859e-05, 6.66657e-05, 6.31712e-05, 6.55208e-05, 9.8317e-05]"
799,Container,69107.0,7,AUCKLAND,0.0003900164,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.38113129, 0.42047634, 0.47309979, 0.52531891, 0.54312593, 0.73068664]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[5.02911e-05, 5.54827e-05, 6.24265e-05, 6.10568e-05, 6.31265e-05, 9.76955e-05]"
804,General Cargo,32474.0,5,AUCKLAND,0.0002721702,"[1.0, 1.0, 1.0, 1.0]","[0.29278484, 0.36745966, 0.66119158, 0.71064383]","[0.00013992, 0.00013665, 0.00013195, 0.00013195]","[4.09678e-05, 5.02125e-05, 8.72456e-05, 9.3771e-05]"
808,Bulker,32537.0,7,WELLINGTON,0.0002466696,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.03679677, 0.08933511, 0.1996388, 0.35108816, 0.48461758, 0.88876254]","[0.00010536, 0.00010536, 0.00010536, 0.00010536, 0.00012132, 0.00013117]","[3.8771e-06, 9.4128e-06, 2.10349e-05, 3.69923e-05, 5.87961e-05, 0.0001165774]"
811,Bulker,32537.0,5,TAURANGA,0.0002142609,"[1.0, 1.0, 1.0, 1.0]","[0.17016771, 0.46096712, 0.60552451, 0.69826365]","[0.00011063, 0.00010943, 0.00011063, 0.00011174]","[1.88256e-05, 5.04414e-05, 6.69892e-05, 7.80209e-05]"
814,Container,41028.0,7,TAURANGA,0.0002600224,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28241094, 0.29772496, 0.34428938, 0.38187237, 0.44394895, 0.46654292]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209, 0.00012209]","[3.24263e-05, 3.41846e-05, 3.58718e-05, 4.64035e-05, 5.42028e-05, 5.69613e-05]"
816,Container,41028.0,7,TAURANGA,0.0002612501,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28261269, 0.29688343, 0.34645009, 0.374929, 0.44776037, 0.47845717]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209, 0.00012209]","[3.24495e-05, 3.4088e-05, 3.60969e-05, 4.55598e-05, 5.46681e-05, 5.8416e-05]"
818,Container,41028.0,7,TAURANGA,0.0002779768,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28959467, 0.34150221, 0.36920378, 0.42856918, 0.46132087, 0.48144084]","[0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00012209]","[3.32511e-05, 3.55814e-05, 4.48641e-05, 4.92081e-05, 5.63237e-05, 5.87802e-05]"
820,Container,41028.0,7,TAURANGA,0.0002596821,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28134946, 0.30047243, 0.34246186, 0.37407406, 0.44764233, 0.4677965]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209, 0.00012209]","[3.23044e-05, 3.45001e-05, 3.56814e-05, 4.54559e-05, 5.46537e-05, 5.71144e-05]"
822,Container,41028.0,7,TAURANGA,0.0002286817,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.26434172, 0.27937328, 0.32409395, 0.33595639, 0.35909514, 0.44120077]","[0.00011482, 0.00011482, 0.00010419, 0.00010419, 0.00012152, 0.00012209]","[3.03516e-05, 3.20775e-05, 3.37676e-05, 3.50036e-05, 4.36357e-05, 5.38672e-05]"
824,Container,41028.0,7,TAURANGA,0.0002986168,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.33898508, 0.3652284, 0.42591605, 0.44020493, 0.46146901, 0.49112566]","[0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00012209, 0.00012209]","[3.53191e-05, 4.4381e-05, 4.89035e-05, 5.37457e-05, 5.63418e-05, 5.99627e-05]"
825,Container,41028.0,7,TAURANGA,0.0002749464,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.29784486, 0.31466215, 0.36038396, 0.40152183, 0.47114366, 0.49787549]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209, 0.00012209]","[3.41984e-05, 3.61294e-05, 3.75487e-05, 4.87912e-05, 5.7523e-05, 6.07868e-05]"
827,Container,41028.0,7,TAURANGA,0.0002801249,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.2942728, 0.3401857, 0.37041259, 0.42641451, 0.45373393, 0.47877226]","[0.00011482, 0.00010419, 0.00012152, 0.00012209, 0.00012209, 0.00012209]","[3.37883e-05, 3.54442e-05, 4.5011e-05, 5.20619e-05, 5.53974e-05, 5.84544e-05]"
835,Container,41028.0,7,TAURANGA,0.0002488167,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.27649363, 0.29388762, 0.31510026, 0.36585612, 0.40226468, 0.47636452]","[0.00012209, 0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209]","[3.37578e-05, 3.3744e-05, 3.61797e-05, 3.81189e-05, 4.88815e-05, 5.81605e-05]"
837,Container,41028.0,6,TAURANGA,0.0002044911,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.2938702, 0.30853465, 0.3265706, 0.37157769, 0.48428974]","[0.00011482, 0.00011482, 0.00011482, 0.00010419, 0.00012209]","[3.3742e-05, 3.54258e-05, 3.74967e-05, 3.8715e-05, 5.91281e-05]"
840,Container,41028.0,6,TAURANGA,0.0002161482,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.28585408, 0.30053807, 0.35462946, 0.42243878, 0.49597889]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209]","[3.28216e-05, 3.45076e-05, 3.69491e-05, 5.1333e-05, 6.05552e-05]"
848,Container,41028.0,7,TAURANGA,0.0002648709,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28496385, 0.30118502, 0.34910704, 0.38393988, 0.45442914, 0.48395892]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209, 0.00012209]","[3.27194e-05, 3.45819e-05, 3.63738e-05, 4.66548e-05, 5.54823e-05, 5.90877e-05]"
850,Container,41028.0,5,TAURANGA,0.0001709138,"[1.0, 1.0, 1.0, 1.0]","[0.31876386, 0.33400992, 0.38338481, 0.45890048]","[0.00011482, 0.00011482, 0.00010419, 0.00012209]","[3.66003e-05, 3.83509e-05, 3.99452e-05, 5.60282e-05]"
852,Container,41028.0,7,TAURANGA,0.000241471,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.27557537, 0.2893143, 0.30720596, 0.35529691, 0.39417045, 0.46231279]","[0.00011482, 0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209]","[3.16414e-05, 3.32189e-05, 3.52732e-05, 3.70187e-05, 4.78979e-05, 5.64449e-05]"
853,Container,41028.0,7,TAURANGA,0.0002769427,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.29621683, 0.34047498, 0.36760846, 0.43041699, 0.45275044, 0.47603912]","[0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00012209]","[3.40115e-05, 3.54744e-05, 4.46702e-05, 4.94203e-05, 5.52774e-05, 5.81207e-05]"
856,Container,41028.0,7,TAURANGA,0.0002797108,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.29405538, 0.3359831, 0.3709001, 0.4388483, 0.46507953, 0.48104783]","[0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00012209]","[3.37633e-05, 3.50064e-05, 4.50702e-05, 5.03884e-05, 5.67827e-05, 5.87323e-05]"
858,Container,41028.0,7,TAURANGA,0.0002589916,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28358571, 0.30252863, 0.3487142, 0.38444787, 0.44451494, 0.47204927]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00012209]","[3.25612e-05, 3.47362e-05, 3.63328e-05, 4.67165e-05, 5.1039e-05, 5.76336e-05]"
861,Container,41028.0,7,TAURANGA,0.0002617615,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.27866555, 0.29831238, 0.34745513, 0.38307335, 0.45207266, 0.47173861]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209, 0.00012209]","[3.19962e-05, 3.42521e-05, 3.62016e-05, 4.65495e-05, 5.51946e-05, 5.75957e-05]"
863,Container,41028.0,7,TAURANGA,0.0002605854,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28080286, 0.29522751, 0.34472097, 0.37270134, 0.45246609, 0.47525826]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209, 0.00012209]","[3.22416e-05, 3.38979e-05, 3.59168e-05, 4.52891e-05, 5.52426e-05, 5.80254e-05]"
865,Container,41028.0,6,TAURANGA,0.0002090309,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.28998854, 0.3063043, 0.35847764, 0.38615505, 0.46119304]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209]","[3.32963e-05, 3.51697e-05, 3.73501e-05, 4.69239e-05, 5.63081e-05]"
869,Container,41028.0,7,TAURANGA,0.0002741143,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.29468446, 0.33721769, 0.36451129, 0.42519387, 0.44677855, 0.47105508]","[0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00012209]","[3.38355e-05, 3.5135e-05, 4.42939e-05, 4.88206e-05, 5.45482e-05, 5.75122e-05]"
871,Container,41028.0,7,TAURANGA,0.0002767336,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.29089532, 0.3374807, 0.36562162, 0.42765914, 0.45809124, 0.48111598]","[0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00012209]","[3.34005e-05, 3.51624e-05, 4.44288e-05, 4.91036e-05, 5.59294e-05, 5.87406e-05]"
873,Container,41028.0,7,TAURANGA,0.0002734343,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28979148, 0.33567658, 0.3644643, 0.42480114, 0.44923324, 0.46936233]","[0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00012209]","[3.32737e-05, 3.49744e-05, 4.42882e-05, 4.87755e-05, 5.48479e-05, 5.73055e-05]"
879,Container,41028.0,6,TAURANGA,0.0002138219,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.30230643, 0.31905871, 0.35709793, 0.39331187, 0.47605499]","[0.00011482, 0.00011482, 0.00012152, 0.00010419, 0.00012209]","[3.47107e-05, 3.66342e-05, 4.3393e-05, 4.09795e-05, 5.81227e-05]"
881,Container,41028.0,7,TAURANGA,0.0002601785,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28060266, 0.29853951, 0.34608106, 0.37974918, 0.43864792, 0.47464083]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209, 0.00012209]","[3.22187e-05, 3.42782e-05, 3.60585e-05, 4.61455e-05, 5.35556e-05, 5.795e-05]"
885,RoRo,19879.0,5,AUCKLAND,0.0003817438,"[1.0, 0.999998, 0.999913, 0.999965]","[0.55372915, 0.65448808, 0.75084246, 0.88459956]","[0.00013992, 0.00013088, 0.00013371, 0.00013371]","[7.74803e-05, 8.56584e-05, 0.0001003851, 0.0001182742]"
887,RoRo,19893.0,7,AUCKLAND,0.0004947082,"[1.0, 1.0, 1.0, 0.999998, 0.999913, 0.999965]","[0.32376954, 0.46451993, 0.58436035, 0.69059175, 0.78551756, 0.87372871]","[0.00011063, 0.00013992, 0.00013992, 0.00013088, 0.00013371, 0.00013371]","[3.58186e-05, 6.49978e-05, 8.17664e-05, 9.03836e-05, 0.0001050211, 0.0001168207]"
888,RoRo,19893.0,7,AUCKLAND,0.0003139005,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999913]","[0.16186419, 0.20335271, 0.30383076, 0.46338139, 0.54281459, 0.88828703]","[0.0001114, 0.0001114, 0.00014211, 0.00011063, 0.00011063, 0.00013371]","[1.80317e-05, 2.26536e-05, 4.31765e-05, 5.12639e-05, 6.00516e-05, 0.000118761]"
891,Container,39422.0,7,AUCKLAND,0.0003142006,"[0.999965, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.24538116, 0.35080735, 0.38541751, 0.41499744, 0.54555374, 0.60339823]","[0.00013371, 0.00011063, 0.00011063, 0.00011174, 0.00013371, 0.00013371]","[3.28084e-05, 3.88098e-05, 4.26387e-05, 4.637e-05, 7.29425e-05, 8.06714e-05]"
893,Container,39422.0,7,AUCKLAND,0.0003287288,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.35208829, 0.3704187, 0.41266542, 0.43983266, 0.54755765, 0.60461127]","[0.00011063, 0.00011063, 0.00011063, 0.00011174, 0.00013371, 0.00013371]","[3.89515e-05, 4.09794e-05, 4.56532e-05, 4.91449e-05, 7.32104e-05, 8.08336e-05]"
897,Bulker,46673.0,7,NAPIER,0.0002552908,"[0.999999, 1.0, 0.999983, 1.0, 1.0, 0.999996]","[0.04942793, 0.13471729, 0.34302894, 0.57967513, 0.67696667, 0.79751204]","[0.00014047, 0.00013117, 0.00010558, 8.776e-05, 8.776e-05, 0.00010558]","[6.9432e-06, 1.76706e-05, 3.62171e-05, 5.0872e-05, 5.94102e-05, 8.42028e-05]"
