voyage_id,vessel_type,dwt,n_ports,nz_dest_port,p_invasion,p_alien_per_port,p_intro_per_port,p_estab_per_port,pr_inv_per_port
536,RoRo,9653.0,5,AUCKLAND,0.0002372089,"[1.0, 1.0, 1.0, 1.0]","[0.31124273, 0.38955391, 0.50484415, 0.59220508]","[0.00013195, 0.00013195, 0.00013195, 0.00013195]","[4.10691e-05, 5.14025e-05, 6.66153e-05, 7.81427e-05]"
537,RoRo,9653.0,5,AUCKLAND,0.0002369548,"[1.0, 1.0, 1.0, 1.0]","[0.30519802, 0.39076855, 0.50574093, 0.5942121]","[0.00013195, 0.00013195, 0.00013195, 0.00013195]","[4.02715e-05, 5.15627e-05, 6.67336e-05, 7.84075e-05]"
539,RoRo,9653.0,6,AUCKLAND,0.0002616123,"[0.999998, 1.0, 1.0, 1.0, 1.0]","[0.14585908, 0.32380781, 0.41313942, 0.50798308, 0.59322752]","[0.00013088, 0.00013195, 0.00013195, 0.00013195, 0.00013195]","[1.90898e-05, 4.27271e-05, 5.45146e-05, 6.70294e-05, 7.82776e-05]"
547,Container,51372.0,7,AUCKLAND,0.0003531544,"[0.999965, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.29206774, 0.39453745, 0.42995689, 0.46074267, 0.61683385, 0.66559377]","[0.00013371, 0.00011063, 0.00011063, 0.00011174, 0.00013371, 0.00013371]","[3.90505e-05, 4.36477e-05, 4.75661e-05, 5.14813e-05, 8.24729e-05, 8.89866e-05]"
550,Container,51372.0,7,AUCKLAND,0.000359755,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.37164771, 0.41639177, 0.43561398, 0.47266085, 0.60804775, 0.67559663]","[0.00011063, 0.00011063, 0.00011063, 0.00011174, 0.00013371, 0.00013371]","[4.11154e-05, 4.60654e-05, 4.8192e-05, 5.2813e-05, 8.12982e-05, 9.0324e-05]"
552,Container,51372.0,7,AUCKLAND,0.0003638422,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.37705238, 0.42782473, 0.44659353, 0.47910455, 0.61252826, 0.67329228]","[0.00011063, 0.00011063, 0.00011063, 0.00011174, 0.00013371, 0.00013371]","[4.17133e-05, 4.73302e-05, 4.94066e-05, 5.3533e-05, 8.18972e-05, 9.00159e-05]"
555,General Cargo,20202.0,7,AUCKLAND,0.0004104381,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.27368925, 0.35540397, 0.45393828, 0.56361554, 0.66533128, 0.90900252]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[3.61139e-05, 4.68963e-05, 5.98981e-05, 7.43703e-05, 8.77919e-05, 0.0001054362]"
561,General Cargo,110387.0,7,TAURANGA,0.000446795,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.22099095, 0.48632369, 0.57915524, 0.64815397, 0.7066039, 0.78223506]","[0.00013195, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[2.91602e-05, 5.93764e-05, 7.07104e-05, 8.72385e-05, 9.51056e-05, 0.0001052852]"
562,Container,110387.0,7,TAURANGA,0.0004013777,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.30227289, 0.4655978, 0.49524001, 0.53953491, 0.59789593, 0.67724975]","[0.00013195, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[3.98855e-05, 5.68459e-05, 6.0465e-05, 7.26189e-05, 8.0474e-05, 9.11546e-05]"
563,Container,110387.0,7,TAURANGA,0.0004260466,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.32063573, 0.50442803, 0.53208976, 0.58050677, 0.63386906, 0.69699746]","[0.00013195, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[4.23086e-05, 6.15868e-05, 6.49641e-05, 7.81335e-05, 8.53158e-05, 9.38126e-05]"
565,Container,118944.0,7,TAURANGA,0.000427908,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.34040506, 0.50902938, 0.53463134, 0.57994914, 0.62054677, 0.69885273]","[0.00013195, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[4.49172e-05, 6.21486e-05, 6.52744e-05, 7.80584e-05, 8.35227e-05, 9.40623e-05]"
566,Container,118944.0,7,TAURANGA,0.0004302488,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.32550194, 0.5015258, 0.53420505, 0.59965753, 0.64661165, 0.69227968]","[0.00013195, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[4.29507e-05, 6.12325e-05, 6.52223e-05, 8.07111e-05, 8.70309e-05, 9.31776e-05]"
570,Container,69653.0,7,AUCKLAND,0.0003862818,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.44918469, 0.47705544, 0.51438487, 0.53622921, 0.57717987, 0.6228138]","[0.00013195, 9.871e-05, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[5.92709e-05, 4.70902e-05, 6.78742e-05, 7.07566e-05, 6.70845e-05, 7.42674e-05]"
571,Container,69653.0,7,AUCKLAND,0.0004025684,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.46342135, 0.49584161, 0.51438582, 0.53152654, 0.57043506, 0.60168814]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[6.11494e-05, 6.54273e-05, 6.78743e-05, 7.01361e-05, 6.63006e-05, 7.17483e-05]"
572,Container,69653.0,7,AUCKLAND,0.0004049839,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.46156517, 0.48861442, 0.52378304, 0.54859199, 0.60326398, 0.63158399]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[5.36468e-05, 6.44737e-05, 6.91143e-05, 7.23879e-05, 7.01162e-05, 7.53132e-05]"
573,Container,69653.0,7,AUCKLAND,0.0003520956,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.38825843, 0.41446297, 0.46169837, 0.48525888, 0.52796201, 0.55360288]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[4.51265e-05, 5.46893e-05, 6.09221e-05, 6.40309e-05, 6.1364e-05, 6.60143e-05]"
575,Container,119185.0,7,TAURANGA,0.0004075737,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.30692988, 0.32871074, 0.52951752, 0.58491686, 0.63975712, 0.70048622]","[0.00013195, 0.00013195, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[4.05e-05, 4.33741e-05, 6.465e-05, 7.87271e-05, 8.61083e-05, 9.42822e-05]"
577,Container,119185.0,7,TAURANGA,0.0004294312,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.46597849, 0.4826354, 0.51451577, 0.56376189, 0.62168412, 0.67844247]","[0.00012209, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[5.68924e-05, 5.89261e-05, 6.28184e-05, 7.58797e-05, 8.36758e-05, 9.13152e-05]"
578,Container,119185.0,7,TAURANGA,0.0004261256,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.32012994, 0.49011859, 0.51367822, 0.59659609, 0.6481305, 0.69741085]","[0.00013195, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[4.22418e-05, 5.98397e-05, 6.27162e-05, 8.0299e-05, 8.72353e-05, 9.38682e-05]"
580,Container,110387.0,7,TAURANGA,0.0004279578,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.45908922, 0.47896953, 0.50314593, 0.56255764, 0.60806358, 0.70220363]","[0.00012209, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[5.60513e-05, 5.84785e-05, 6.14303e-05, 7.57176e-05, 8.18425e-05, 9.45133e-05]"
581,Container,110387.0,7,TAURANGA,0.0004336736,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.46991507, 0.48880204, 0.51861124, 0.57149084, 0.62906992, 0.68197871]","[0.00012209, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[5.7373e-05, 5.9679e-05, 6.33185e-05, 7.692e-05, 8.46699e-05, 9.17911e-05]"
582,Container,110387.0,7,TAURANGA,0.0004053155,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.30655541, 0.47467781, 0.50979703, 0.55844563, 0.61199798, 0.64786463]","[0.00013195, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[4.04506e-05, 5.79545e-05, 6.22423e-05, 7.51642e-05, 8.23721e-05, 8.71995e-05]"
583,Container,110387.0,7,TAURANGA,0.0003915636,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.29112546, 0.33188948, 0.51455227, 0.56713942, 0.60780042, 0.6571847]","[0.00013195, 0.00013195, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[3.84146e-05, 4.37935e-05, 6.28229e-05, 7.63343e-05, 8.18071e-05, 8.8454e-05]"
585,Container,33937.0,7,AUCKLAND,0.0002909736,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999998]","[0.26955923, 0.29476557, 0.31408499, 0.42190267, 0.45387804, 0.54467629]","[0.00011063, 0.00011063, 0.00011063, 0.00013992, 0.00013992, 0.00013088]","[2.98213e-05, 3.26099e-05, 3.47472e-05, 5.90346e-05, 6.35087e-05, 7.12864e-05]"
589,Container,69193.0,7,AUCKLAND,0.0003487139,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.38911531, 0.44469847, 0.47561455, 0.49408993, 0.57746427, 0.6128772]","[0.00011623, 9.871e-05, 0.00013195, 0.00013195, 0.00011063, 0.00011063]","[4.52261e-05, 4.38962e-05, 6.27583e-05, 6.51962e-05, 6.38849e-05, 6.78026e-05]"
597,Container,71621.0,7,TAURANGA,0.0003452367,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.24978212, 0.37762904, 0.43192422, 0.51507906, 0.53755476, 0.73524678]","[0.00012209, 0.00013195, 0.00011623, 0.00011063, 0.00011063, 0.00013371]","[3.04965e-05, 4.9829e-05, 5.02017e-05, 5.69832e-05, 5.94697e-05, 9.83051e-05]"
599,Container,50985.0,7,NAPIER,0.000287681,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999996]","[0.38241667, 0.41691295, 0.43742491, 0.47634905, 0.50812684, 0.64566401]","[0.00010536, 0.00010536, 0.00010536, 8.967e-05, 9.156e-05, 0.00010558]","[4.02932e-05, 4.39279e-05, 4.60891e-05, 4.27119e-05, 4.65228e-05, 6.81704e-05]"
600,Container,50985.0,7,AUCKLAND,0.0003621366,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.38589307, 0.41569324, 0.4560987, 0.47630803, 0.50145865, 0.66005352]","[0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00011924, 0.00013371]","[5.09194e-05, 5.48516e-05, 5.30115e-05, 5.53604e-05, 5.97964e-05, 8.82515e-05]"
601,Container,50985.0,7,AUCKLAND,0.0003383428,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.36969423, 0.38380927, 0.41489613, 0.4404808, 0.46986752, 0.62463195]","[0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00011924, 0.00013371]","[4.87819e-05, 5.06444e-05, 4.82226e-05, 5.11962e-05, 5.60293e-05, 8.35156e-05]"
602,Container,50985.0,7,AUCKLAND,0.0002869615,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.31626682, 0.33512221, 0.36142811, 0.38282579, 0.4446971, 0.47066469]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[3.67591e-05, 4.42201e-05, 4.76912e-05, 5.05147e-05, 5.16863e-05, 5.61244e-05]"
603,Container,50985.0,7,AUCKLAND,0.0003728685,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.43439219, 0.4600948, 0.47729851, 0.52657594, 0.54089482, 0.56896614]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00011924]","[5.7319e-05, 6.07105e-05, 6.29805e-05, 6.12029e-05, 6.28672e-05, 6.78463e-05]"
604,Container,50985.0,7,AUCKLAND,0.0003638772,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.36494145, 0.42630853, 0.45453818, 0.48900553, 0.51801395, 0.66357215]","[0.00011063, 0.00013195, 0.00013195, 0.00011623, 0.00011924, 0.00013371]","[4.03735e-05, 5.62523e-05, 5.99773e-05, 5.68362e-05, 6.17705e-05, 8.8722e-05]"
605,Container,50985.0,7,AUCKLAND,0.0003467752,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.39977605, 0.42834149, 0.44878937, 0.48844225, 0.50409659, 0.52810542]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00011924]","[5.27513e-05, 5.65206e-05, 5.92187e-05, 5.67707e-05, 5.85902e-05, 6.29739e-05]"
606,Container,50985.0,7,AUCKLAND,0.0003468727,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.39736342, 0.42065309, 0.45159389, 0.47293406, 0.50969504, 0.53669015]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[4.61848e-05, 5.55061e-05, 5.95888e-05, 6.24046e-05, 5.92409e-05, 6.39976e-05]"
653,RoRo,9491.0,7,AUCKLAND,0.0002609859,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.15229914, 0.20111048, 0.25588271, 0.32188679, 0.38907392, 0.64921681]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013371]","[2.00962e-05, 2.6537e-05, 3.37643e-05, 4.24736e-05, 5.13391e-05, 8.68026e-05]"
654,RoRo,9491.0,7,AUCKLAND,0.0002541322,"[0.999998, 0.999965, 1.0, 1.0, 1.0, 0.999913]","[0.11798478, 0.15725552, 0.25101163, 0.31519378, 0.3787619, 0.6956002]","[0.00013088, 0.00013371, 0.00013195, 0.00013195, 0.00013195, 0.00013371]","[1.54417e-05, 2.10256e-05, 3.31215e-05, 4.15905e-05, 4.99784e-05, 9.29994e-05]"
656,RoRo,9491.0,5,AUCKLAND,0.0002359506,"[1.0, 1.0, 1.0, 1.0]","[0.30356901, 0.38803966, 0.50476243, 0.59193691]","[0.00013195, 0.00013195, 0.00013195, 0.00013195]","[4.00566e-05, 5.12027e-05, 6.66045e-05, 7.81073e-05]"
657,RoRo,9491.0,5,AUCKLAND,0.0002424732,"[1.0, 1.0, 1.0, 1.0]","[0.3328895, 0.40949783, 0.50279874, 0.59256371]","[0.00013195, 0.00013195, 0.00013195, 0.00013195]","[4.39255e-05, 5.40341e-05, 6.63454e-05, 7.819e-05]"
658,RoRo,9491.0,5,AUCKLAND,0.0002266319,"[1.0, 1.0, 1.0, 1.0]","[0.22351534, 0.40154146, 0.50258998, 0.59002608]","[0.00013195, 0.00013195, 0.00013195, 0.00013195]","[2.94933e-05, 5.29842e-05, 6.63178e-05, 7.78552e-05]"
660,RoRo,9491.0,7,AUCKLAND,0.0002882193,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.1916612, 0.24185266, 0.31578666, 0.39355132, 0.50334163, 0.58999166]","[0.00011623, 0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00013195]","[2.22764e-05, 2.81101e-05, 4.16687e-05, 5.19299e-05, 6.6417e-05, 7.78506e-05]"
662,RoRo,16837.0,7,AUCKLAND,0.0004187853,"[1.0, 1.0, 1.0, 0.999965, 0.999913, 0.999998]","[0.27534021, 0.34354367, 0.43171435, 0.59432717, 0.74267025, 0.83889616]","[0.00013195, 0.00013195, 0.00011267, 0.00013371, 0.00013371, 0.00013088]","[3.63317e-05, 4.53313e-05, 4.86433e-05, 7.94637e-05, 9.92925e-05, 0.0001097934]"
664,RoRo,16837.0,6,AUCKLAND,0.0003634776,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.3968436, 0.47949095, 0.57112214, 0.65332023, 0.76616963]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011267]","[5.23644e-05, 6.32698e-05, 7.53608e-05, 8.6207e-05, 8.6328e-05]"
665,RoRo,16837.0,5,AUCKLAND,0.0003095117,"[1.0, 1.0, 1.0, 1.0]","[0.47093198, 0.56600904, 0.65518091, 0.76563988]","[0.00013195, 0.00013195, 0.00013195, 0.00011267]","[6.21405e-05, 7.46861e-05, 8.64525e-05, 8.62683e-05]"
666,RoRo,16837.0,6,AUCKLAND,0.0003623712,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.38637743, 0.47647667, 0.56745433, 0.65946979, 0.76922763]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011267]","[5.09833e-05, 6.28721e-05, 7.48768e-05, 8.70184e-05, 8.66726e-05]"
668,RoRo,16837.0,7,AUCKLAND,0.0004173003,"[1.0, 1.0, 1.0, 0.999965, 0.999913, 0.999998]","[0.28206344, 0.34681823, 0.45098331, 0.6013684, 0.70216104, 0.83506697]","[0.00013195, 0.00013195, 0.00011267, 0.00013371, 0.00013371, 0.00013088]","[3.72189e-05, 4.57634e-05, 5.08145e-05, 8.04051e-05, 9.38766e-05, 0.0001092923]"
669,RoRo,16837.0,7,AUCKLAND,0.0003228422,"[1.0, 1.0, 1.0, 0.999965, 0.999913, 0.999998]","[0.17781288, 0.22448381, 0.28496159, 0.40281668, 0.55196444, 0.84075777]","[0.00013195, 0.00013195, 0.00011267, 0.00013371, 0.00013371, 0.00013088]","[2.34628e-05, 2.96211e-05, 3.2108e-05, 5.3858e-05, 7.37958e-05, 0.0001100371]"
670,RoRo,16837.0,6,AUCKLAND,0.000363126,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.38414382, 0.47185677, 0.57551931, 0.66468577, 0.76840115]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011267]","[5.06886e-05, 6.22625e-05, 7.5941e-05, 8.77067e-05, 8.65795e-05]"
671,RoRo,16837.0,6,AUCKLAND,0.000342722,"[0.999913, 1.0, 1.0, 1.0, 1.0]","[0.29882773, 0.44534523, 0.5230658, 0.61761803, 0.70886275]","[0.00013371, 0.00013195, 0.00013195, 0.00013195, 0.00013195]","[3.99523e-05, 5.87642e-05, 6.90196e-05, 8.1496e-05, 9.35359e-05]"
673,RoRo,16837.0,7,AUCKLAND,0.0004250199,"[1.0, 1.0, 1.0, 0.999965, 0.999913, 0.999998]","[0.29085492, 0.35725089, 0.45483196, 0.61618946, 0.72299789, 0.83494868]","[0.00013195, 0.00013195, 0.00011267, 0.00013371, 0.00013371, 0.00013088]","[3.83789e-05, 4.714e-05, 5.12481e-05, 8.23868e-05, 9.66624e-05, 0.0001092768]"
674,RoRo,16837.0,6,AUCKLAND,0.0003509691,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.36257089, 0.45494442, 0.54380745, 0.64317358, 0.76787626]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011267]","[4.7842e-05, 6.00309e-05, 7.17565e-05, 8.48681e-05, 8.65203e-05]"
675,RoRo,16837.0,5,AUCKLAND,0.0003109471,"[1.0, 1.0, 1.0, 1.0]","[0.47314236, 0.56525761, 0.66304823, 0.76746043]","[0.00013195, 0.00013195, 0.00013195, 0.00011267]","[6.24321e-05, 7.45869e-05, 8.74906e-05, 8.64735e-05]"
677,Container,22968.0,6,TAURANGA,0.0002115116,"[1.0, 1.0, 1.0, 0.999948, 0.999921]","[0.24286222, 0.27217601, 0.30017336, 0.45789166, 0.4924454]","[0.0001061, 0.00013195, 0.00013195, 0.00011601, 0.00011601]","[2.57678e-05, 3.59142e-05, 3.96085e-05, 5.31159e-05, 5.71227e-05]"
696,Container,22968.0,6,TAURANGA,0.0002192768,"[0.999921, 0.999948, 1.0, 1.0, 0.999702]","[0.32623664, 0.3561589, 0.3934936, 0.42975896, 0.46746926]","[0.00011601, 0.00011601, 0.00010437, 0.00010437, 0.00011601]","[3.78428e-05, 4.13148e-05, 4.10698e-05, 4.48549e-05, 5.42136e-05]"
698,Container,22968.0,6,TAURANGA,0.0002222145,"[0.999921, 0.999948, 1.0, 1.0, 0.999702]","[0.33000971, 0.36397471, 0.40328752, 0.43226671, 0.47014145]","[0.00011601, 0.00011601, 0.00010437, 0.00010437, 0.00011601]","[3.82805e-05, 4.22215e-05, 4.2092e-05, 4.51167e-05, 5.45235e-05]"
700,Container,22968.0,6,TAURANGA,0.0002267107,"[0.999921, 0.999948, 1.0, 1.0, 0.999702]","[0.34007653, 0.3713268, 0.41013527, 0.44005643, 0.47832174]","[0.00011601, 0.00011601, 0.00010437, 0.00010437, 0.00011601]","[3.94482e-05, 4.30743e-05, 4.28067e-05, 4.59297e-05, 5.54722e-05]"
701,Container,22968.0,5,AUCKLAND,0.0002153031,"[0.999965, 0.999889, 0.999902, 0.999998]","[0.35915001, 0.39243596, 0.41637828, 0.45207598]","[0.00013371, 0.00013371, 0.00013371, 0.00013088]","[4.80197e-05, 5.24661e-05, 5.56678e-05, 5.9167e-05]"
702,Container,22968.0,6,TAURANGA,0.0002258465,"[0.999921, 0.999948, 1.0, 1.0, 0.999702]","[0.33943226, 0.36668168, 0.40459481, 0.43732498, 0.48360426]","[0.00011601, 0.00011601, 0.00010437, 0.00010437, 0.00011601]","[3.93735e-05, 4.25355e-05, 4.22285e-05, 4.56446e-05, 5.60849e-05]"
704,Container,22968.0,6,TAURANGA,0.0002238304,"[0.999921, 0.999948, 1.0, 1.0, 0.999702]","[0.31791958, 0.36388608, 0.40896256, 0.43758533, 0.48636462]","[0.00011601, 0.00011601, 0.00010437, 0.00010437, 0.00011601]","[3.6878e-05, 4.22112e-05, 4.26843e-05, 4.56718e-05, 5.6405e-05]"
705,Container,22968.0,5,AUCKLAND,0.0002198575,"[0.999965, 0.999889, 0.999902, 0.999998]","[0.35539225, 0.38762528, 0.43553572, 0.47606303]","[0.00013371, 0.00013371, 0.00013371, 0.00013088]","[4.75172e-05, 5.18229e-05, 5.8229e-05, 6.23064e-05]"
706,Container,22968.0,6,TAURANGA,0.0002291523,"[0.999921, 0.999948, 1.0, 1.0, 0.999702]","[0.33761349, 0.37333799, 0.41383654, 0.44685968, 0.49037738]","[0.00011601, 0.00011601, 0.00010437, 0.00010437, 0.00011601]","[3.91625e-05, 4.33076e-05, 4.31931e-05, 4.66398e-05, 5.68704e-05]"
707,Container,22968.0,5,AUCKLAND,0.0002204798,"[0.999965, 0.999889, 0.999902, 0.999998]","[0.3658596, 0.39864666, 0.42265802, 0.47202184]","[0.00013371, 0.00013371, 0.00013371, 0.00013088]","[4.89168e-05, 5.32964e-05, 5.65073e-05, 6.17775e-05]"
708,Container,22968.0,7,AUCKLAND,0.0002525542,"[0.999862, 0.999903, 1.0, 1.0, 0.999659, 0.999862]","[0.23711562, 0.32361161, 0.36945966, 0.39314908, 0.44243404, 0.48828143]","[0.00011601, 0.00011601, 0.00010437, 0.00010437, 0.00011601, 0.00011601]","[2.75033e-05, 3.75376e-05, 3.85613e-05, 4.10339e-05, 5.1308e-05, 5.66363e-05]"
709,Container,22968.0,6,TAURANGA,0.0002300392,"[0.999921, 0.999948, 1.0, 1.0, 0.999702]","[0.3277175, 0.36905322, 0.42815753, 0.45528383, 0.49174007]","[0.00011601, 0.00011601, 0.00010437, 0.00010437, 0.00011601]","[3.80146e-05, 4.28106e-05, 4.46878e-05, 4.7519e-05, 5.70284e-05]"
710,Container,22968.0,6,TAURANGA,0.000224315,"[0.999921, 0.999948, 1.0, 1.0, 0.999702]","[0.32770506, 0.36257266, 0.40852751, 0.44209692, 0.47840147]","[0.00011601, 0.00011601, 0.00010437, 0.00010437, 0.00011601]","[3.80131e-05, 4.20588e-05, 4.26389e-05, 4.61427e-05, 5.54815e-05]"
711,Container,22968.0,5,TAURANGA,0.0001855047,"[0.999921, 0.999948, 1.0, 1.0]","[0.36585698, 0.40182304, 0.44579779, 0.47846127]","[0.00011601, 0.00011601, 0.00010437, 0.00010437]","[4.24387e-05, 4.66119e-05, 4.65289e-05, 4.99381e-05]"
712,Container,22968.0,5,TAURANGA,0.0001854633,"[0.999921, 0.999948, 1.0, 0.999702]","[0.33548219, 0.36861347, 0.44710511, 0.49266705]","[0.00011601, 0.00011601, 0.00010437, 0.00011601]","[3.89153e-05, 4.27596e-05, 4.66654e-05, 5.71359e-05]"
713,Container,22968.0,5,TAURANGA,0.0001798299,"[0.999921, 0.999948, 1.0, 1.0]","[0.35108427, 0.3827559, 0.43353344, 0.47395716]","[0.00011601, 0.00011601, 0.00010437, 0.00010437]","[4.07251e-05, 4.44001e-05, 4.52489e-05, 4.9468e-05]"
715,Container,22968.0,7,TAURANGA,0.0002475154,"[0.999921, 0.999948, 0.999921, 1.0, 1.0, 0.999702]","[0.26355961, 0.29260131, 0.3532106, 0.39602242, 0.4369701, 0.47522669]","[0.00011601, 0.00011601, 0.00011601, 0.00010437, 0.00010437, 0.00011601]","[3.05724e-05, 3.39421e-05, 4.09717e-05, 4.13338e-05, 4.56076e-05, 5.51133e-05]"
717,Container,22968.0,5,TAURANGA,0.0001858249,"[0.999921, 0.999948, 1.0, 0.999702]","[0.34332863, 0.38155326, 0.43275739, 0.48790722]","[0.00011601, 0.00011601, 0.00010437, 0.00011601]","[3.98254e-05, 4.42606e-05, 4.51679e-05, 5.65839e-05]"
718,Container,22968.0,5,TAURANGA,0.0001700285,"[0.999921, 0.999948, 1.0, 1.0]","[0.3200308, 0.36777719, 0.41094807, 0.45378201]","[0.00011601, 0.00011601, 0.00010437, 0.00010437]","[3.71229e-05, 4.26626e-05, 4.28916e-05, 4.73623e-05]"
719,General Cargo,13462.0,7,TIMARU,0.0002631178,"[1.0, 1.0, 1.0, 0.999996, 1.0, 1.0]","[0.12277656, 0.18825942, 0.2360684, 0.34731033, 0.54301374, 0.77395096]","[7.916e-05, 8.776e-05, 8.776e-05, 0.00014047, 0.00012132, 0.00013117]","[9.7188e-06, 1.65215e-05, 2.07172e-05, 4.87872e-05, 6.5881e-05, 0.0001015178]"
723,Container,8244.0,5,AUCKLAND,7.82836e-05,"[1.0, 1.0, 1.0, 1.0]","[0.11198995, 0.13595398, 0.17497354, 0.19735842]","[0.00011924, 0.00011623, 0.00013195, 0.00013195]","[1.33542e-05, 1.58017e-05, 2.30881e-05, 2.60419e-05]"
728,Container,33836.0,5,AUCKLAND,0.0002091306,"[0.999965, 1.0, 1.0, 0.999965]","[0.29458012, 0.40199893, 0.44347221, 0.5664424]","[0.00013371, 0.00011063, 0.00011174, 0.00013371]","[3.93864e-05, 4.44731e-05, 4.95516e-05, 7.57354e-05]"
732,Container,61609.0,6,TAURANGA,0.0002334731,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.24340205, 0.30261155, 0.32825239, 0.5512694, 0.57345152]","[0.00011482, 0.00011482, 0.00012209, 0.00011623, 0.00011623]","[2.79473e-05, 3.47457e-05, 4.00771e-05, 6.4073e-05, 6.66512e-05]"
735,Container,61636.0,7,AUCKLAND,0.000390482,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.38235729, 0.40240015, 0.48795205, 0.54297176, 0.56529083, 0.70152986]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[5.04529e-05, 5.30976e-05, 6.43863e-05, 6.31086e-05, 6.57027e-05, 9.37971e-05]"
