imo,mmsi,vessel_name,vessel_type_raw,nbic_type_group,n_voyages,DWT,Gross_Tonnage,Ship_Type,Flag,Status
9888857,370740000,AFRICAN FINCH,Bulk Carrier,Bulker,2,37520,23573,Bulk Carrier,,ok
9888869,563116200,EASTERN HAWK,Bulk Carrier,Bulker,3,37520,23573,Bulk Carrier,,ok
9889100,372424000,AZUL ACE,Cargo,General Cargo,1,17961,72705,Vehicles Carrier,,ok
9889124,636020250,ATLANTIC BLUE,Tanker,Tanker,1,109998,63302,Crude Oil Tanker,,ok
9889655,538008974,AFRICAN MARGAUX,Bulk Carrier,Bulker,2,38114,24679,Bulk Carrier,,ok
9890240,563128400,KIAN,Bulk Carrier,Bulker,1,37391,22360,Bulk Carrier,,ok
9890630,636019791,CL FUZHOU HE,Bulk Carrier,Bulker,1,63125,35812,Bulk Carrier,,ok
9890680,353826000,BUNUN RESPECT,Bulk Carrier,Bulker,4,37987,24465,Bulk Carrier,,ok
9890745,370820000,WHERO,Reefer,Reefer,16,12354,13014,Refrigerated Cargo Ship,,ok
9890903,354777000,AFRICAN PIPIT,Bulk Carrier,Bulker,2,37636,23322,Bulk Carrier,,ok
9890915,374731000,PAN OPTIMUM,Bulk Carrier,Bulker,4,37704,23238,Bulk Carrier,,ok
9891438,232027082,ENERGY APOLLO,Tanker,Tanker,3,49812,29597,Chemical/Oil Products Tanker,,ok
9892535,255806358,UHL FELICITY,General Cargo,General Cargo,1,14011,16732,Heavy Load Carrier,,ok
9894478,356250000,ARIES KARIN,Bulk Carrier,Bulker,2,64229,36762,Bulk Carrier,,ok
9894741,373807000,KEN HARU,Bulk Carrier,Bulker,2,37555,23579,Bulk Carrier,,ok
9894818,538009407,BERGE NAMULI,Bulk Carrier,Bulker,1,63666,36177,Bulk Carrier,,ok
9897937,370101000,BELLE LUNE,Bulk Carrier,Bulker,5,42446,26272,Bulk Carrier,,ok
9897949,370020000,BELLE STELLA,Bulk Carrier,Bulker,3,42446,26269,Bulk Carrier,,ok
9897951,352978260,BELLE MER,Bulk Carrier,Bulker,3,42446,26269,Bulk Carrier,,ok
9897963,352001205,LIGNUM FIBER,Bulk Carrier,Bulker,1,42446,26272,Bulk Carrier,,ok
9898747,355793000,STANLEY BAY,Tugboat,Other,3,40020,24386,Bulk Carrier,,ok
9898993,352898762,COSMO GLORIA,Bulk Carrier,Bulker,6,37590,23579,Bulk Carrier,,ok
9902081,373309000,NORD MELBOURNE,Bulk Carrier,Bulker,1,37923,23226,Bulk Carrier,,ok
9902108,352978200,GT HERA,Cargo,General Cargo,1,49342,41458,Wood Chips Carrier,,ok
9902392,636020750,PACIFIC PIONEER,Bulk Carrier,Bulker,6,37534,23579,Bulk Carrier,,ok
9903205,414496000,TANG HONG,Vehicle Carrier,RoRo,1,11783,35425,Vehicles Carrier,,ok
9903774,477717900,FOREVER CORDIALITY,Tanker,Tanker,1,49999,29063,Oil Products Tanker,,ok
9906685,357011000,GRAND WINNER 1,Tanker,Tanker,1,50301,29707,Chemical/Oil Products Tanker,,ok
9906697,372298000,GRAND WINNER 2,Tanker,Tanker,1,50301,29707,Chemical/Oil Products Tanker,,ok
9906714,352978141,GRAND WINNER 5,Tanker,Tanker,1,50301,29707,Chemical/Oil Products Tanker,,ok
9906726,563194200,NORFOLK,Heavy Load Carrier,General Cargo,2,2159,1967,Landing Craft,,ok
9908346,538009338,FAIRCHEM PROTEA,Tanker - Hazard B,Tanker,1,19959,12101,Chemical/Oil Products Tanker,,ok
9909077,477714700,DARYA HEERA,Cargo,General Cargo,1,61083,34534,Bulk Carrier,,ok
9909584,352980843,CAPILANO SUN,Tanker - Hazard B,Tanker,1,49999,30873,Chemical/Oil Products Tanker,,ok
9909675,373226000,NORSE HOUSTON,Bulk Carrier,Bulker,1,40020,24386,Bulk Carrier,,ok
9910167,371580000,KAKARIKI,Reefer,Reefer,13,12313,13014,Refrigerated Cargo Ship,,ok
9911501,563145200,SEYMOUR SUN,Tanker,Tanker,1,49999,30873,Chemical/Oil Products Tanker,,ok
9911513,563154800,GROUSE SUN,Tanker,Tanker,1,49999,30873,Chemical/Oil Products Tanker,,ok
9911551,352002171,CYPRESS SUN,Tanker,Tanker,1,49999,30873,Chemical/Oil Products Tanker,,ok
9913107,538009626,CENTURION LUCILLA,Bulk Carrier,Bulker,3,40054,24472,Bulk Carrier,,ok
9913224,477811300,PACIFIC TITAN,General Cargo,General Cargo,1,61629,38988,General Cargo Ship,,ok
9919242,538009915,TS NAGOYA,Container Ship,Container,2,24646,18725,Container Ship,,ok
9919254,538010060,TS XIAMEN,Container Ship,Container,2,24615,18725,Container Ship,,ok
9919515,538010308,HAPPINESS BULKER,Bulk Carrier,Bulker,2,37694,23238,Bulk Carrier,,ok
9919541,352001160,NORD VANCOUVER,Bulk Carrier,Bulker,1,37722,23238,Bulk Carrier,,ok
9920291,538009705,FAIRCHEM RESTIO,Tanker - Hazard B,Tanker,1,19971,12101,Chemical/Oil Products Tanker,,ok
9922029,636021548,SALVIA ISLAND,Bulk Carrier,Bulker,1,42965,26130,Bulk Carrier,,ok
9926996,563143800,NORSE CAMDEN,Bulk Carrier,Bulker,1,40020,24386,Bulk Carrier,,ok
9927005,563153100,NORSE SAVANNAH,Bulk Carrier,Bulker,2,40020,24386,Bulk Carrier,,ok
9928621,538010110,TS TIANJIN,Container Ship,Container,2,24663,18725,Container Ship,,ok
9929297,636020790,MSXT ECHO,Bulk Carrier,Bulker,1,85187,49228,Bulk Carrier,,ok
9929302,636020791,MSXT EMILY,Bulk Carrier,Bulker,1,85267,49228,Bulk Carrier,,ok
9930832,352002083,GOLDEN AXIS,Tanker - Hazard B,Tanker,1,12402,7251,Chemical/Oil Products Tanker,,ok
9930909,477735800,TAI XING,General Cargo,General Cargo,2,61642,39433,General Cargo Ship,,ok
9932426,538009861,DARYA GOMTI,Bulk Carrier,Bulker,1,40037,24472,Bulk Carrier,,ok
9932438,538009941,DARYA RAPTI,Bulk Carrier,Bulker,2,40058,24472,Bulk Carrier,,ok
9932969,431821000,GT SELENE,Wood-Chip Carrier,Bulker,2,49324,41273,Wood Chips Carrier,,ok
9934216,352001316,MAINE SOLEIL,Bulk Carrier,Bulker,1,82000,43987,Bulk Carrier,,ok
9942029,352001690,AFRICAN TIGER,Bulk Carrier,Bulker,2,37672,23303,Bulk Carrier,,ok
9942330,636021541,WECO MALOU,Tanker,Tanker,2,49999,29671,Chemical/Oil Products Tanker,,ok
9943566,352002064,NORSE ALTAMIRA,Bulk Carrier,Bulker,2,40020,24386,Bulk Carrier,,ok
9946233,636021476,H CYGNUS,Container Ship,Container,2,24480,18848,Container Ship,,ok
9947768,636093091,BBC URANUS,General Cargo,General Cargo,1,40297,25163,General Cargo Ship,,ok
9947770,636093092,BBC MARS,General Cargo,General Cargo,2,40297,25163,General Cargo Ship,,ok
9950129,219032229,CAPE SPENCER,Container Ship,Container,3,34960,26914,Container Ship,,ok
9950143,219032915,CAPE SERRAT,Container Ship,Container,1,35022,26914,Container Ship,,ok
9951800,352001882,HANDY INCLUSIVITY,Bulk Carrier,Bulker,2,37743,23228,Bulk Carrier,,ok
9955791,636023313,MSC NURYA G,Container Ship,Container,1,45095,45387,Container Ship,,ok
9959319,636023057,BUNUN YOUTH,Bulk Carrier,Bulker,1,39703,24748,Bulk Carrier,,ok
9961271,352001683,ANL TASMAN TRADER,Container Ship,Container,1,11793,9587,Container Ship,,ok
9961544,352004255,ANL KIWI TRADER,Container Ship,Container,1,11817,9562,Container Ship,,ok
9965021,563196700,VAN HANNAH,Bulk Carrier,Bulker,1,63926,35846,Bulk Carrier,,ok
9969857,219032707,CAPE SKAGEN,Container Ship,Container,4,34965,26914,Container Ship,,ok
9972024,352003758,KITAKAMI RIVER,Bulk Carrier,Bulker,1,40043,24386,Bulk Carrier,,ok
9972488,636093230,BBC APOLLO,Bulk Carrier,Bulker,1,40565,25171,Bulk Carrier,,ok
9972490,636093231,BBC CERES,Bulk Carrier,Bulker,1,40600,25171,Bulk Carrier,,ok
9973054,352004908,LIGNUM WEB,Bulk Carrier,Bulker,3,42541,26634,Bulk Carrier,,ok
9973066,352003196,LIGNUM MESH,Bulk Carrier,Bulker,2,42541,26634,Bulk Carrier,,ok
9973078,563219400,LIGNUM NEXUS,Bulk Carrier,Bulker,1,42560,26634,Bulk Carrier,,ok
9973080,563224200,LIGNUM LINK,Bulk Carrier,Bulker,1,42564,26634,Bulk Carrier,,ok
9977983,352002848,GAS ACE,Tanker,Tanker,1,5183,4277,LPG Tanker,,ok
9977995,352003022,GAS BLOSSOM,Tanker,Tanker,1,5155,4277,LPG Tanker,,ok
9978640,636023721,PRIDE C,Container Ship,Container,1,13133,9921,Container Ship,,ok
9979058,636023366,BUNUN ZEST,Bulk Carrier,Bulker,2,40236,24961,Bulk Carrier,,ok
9979278,352003575,MAERSK FORTALEZA,Container Ship,Container,2,76521,57872,Container Ship,,ok
9984417,538010961,SIDER IMABARI,Bulk Carrier,Bulker,2,40320,25003,Bulk Carrier,,ok
891213200,311289000,GREEN HONDURAS,Cargo - Fish carrier,General Cargo,1,7726,,,,not_found
918423700,304887000,IMUA,General Cargo,General Cargo,31,8379,,,,not_found
929386800,477832100,PORT ALFRED,Bulk Carrier,Bulker,3,29678,,,,not_found
