cluster,vessel_type,port_i,port_j,n_obs
0,Reefer,OSAKA,JP UBE OFF,1
0,Reefer,JP UBE OFF,FUKUOKA,1
0,Reefer,OSAKA,BABAK,1
0,Reefer,LA PAZ,LYTTELTON,1
0,Reefer,KEELUNG,TAURANGA,1
0,Reefer,NINGBO,GAMCHEON,1
0,Reefer,GAMCHEON,NELSON,1
0,Reefer,KEELUNG,SHANGHAI,1
0,Reefer,SHANGHAI,NINGBO,1
0,Reefer,GAMCHEON,YOKOHAMA,1
0,Reefer,SHANGHAI,BABAK,1
0,Reefer,YOKKAICHI,GUANGZHOU,1
0,Reefer,GUANGZHOU,DAVAO,1
0,Reefer,FUKUOKA,HIBIKINADA,1
0,Reefer,HIBIKINADA,MOJI,1
0,Reefer,MOJI,LA PAZ,1
0,Reefer,OSAKA,TOKYO,1
0,Reefer,TOKYO,KEELUNG,1
0,Reefer,SHANWAI,HONG KONG,1
0,Reefer,HONG KONG,LA PAZ,1
0,RoRo,YOKKAICHI,YOKOHAMA,113
0,RoRo,OSAKA,YOKKAICHI,108
0,RoRo,SUVA,AUCKLAND,68
0,RoRo,YOKOHAMA,SUVA,40
0,RoRo,BRISBANE,KEMBLA,40
0,RoRo,MELBOURNE,AUCKLAND,35
0,RoRo,YOKOHAMA,AUCKLAND,33
0,RoRo,FREMANTLE,ADELAIDE,33
0,RoRo,KEMBLA,MELBOURNE,32
0,RoRo,LAEM CHABANG,SINGAPORE,30
0,RoRo,KEMBLA,AUCKLAND,29
0,RoRo,KISARAZU,YOKOHAMA,25
0,RoRo,SINGAPORE,FREMANTLE,25
0,RoRo,BRISBANE,AUCKLAND,21
0,RoRo,MOJI,OSAKA,20
0,RoRo,MELBOURNE,KEMBLA,19
0,RoRo,YOKOHAMA,SAIPAN,19
0,RoRo,ONSAN,OSAKA,17
0,RoRo,YOKOHAMA,APRA HARBOR,17
0,RoRo,ADELAIDE,MELBOURNE,17
0,RoRo,YOKOHAMA,BRISBANE,15
0,RoRo,YOKKAICHI,OSAKA,15
0,RoRo,APRA HARBOR,BRISBANE,15
0,RoRo,MIKAWA,YOKKAICHI,14
0,RoRo,MOKPO,ONSAN,13
0,RoRo,SINGAPORE,LAEM CHABANG,13
0,RoRo,YOKKAICHI,KISARAZU,13
0,RoRo,KWINANA,FREMANTLE,11
0,RoRo,SAIPAN,BRISBANE,11
0,RoRo,SHANGHAI,OSAKA,10
0,RoRo,ADELAIDE,BRISBANE,10
0,RoRo,MASAN,OSAKA,9
0,RoRo,YOKOHAMA,YOKKAICHI,9
0,RoRo,HIROSHIMA,OSAKA,9
0,RoRo,KEMBLA,BRISBANE,8
0,RoRo,OSAKA,SUVA,8
0,RoRo,SINGAPORE,KWINANA,8
0,RoRo,SAIPAN,AUCKLAND,8
0,RoRo,YOKOHAMA,NOUMEA,7
0,RoRo,NOUMEA,AUCKLAND,7
0,RoRo,SHANGHAI,MASAN,7
0,RoRo,OSAKA,MIKAWA,7
0,RoRo,YOKOHAMA,KISARAZU,7
0,RoRo,YOKKAICHI,SUVA,7
0,RoRo,PYEONGTAEK,ONSAN,6
0,RoRo,OSAKA,HIROSHIMA,6
0,RoRo,YOKKAICHI,MIKAWA,6
0,RoRo,MIZUSHIMA,OSAKA,6
0,RoRo,OSAKA,YOKOHAMA,5
0,RoRo,OSAKA,MOJI,5
0,RoRo,APRA HARBOR,AUCKLAND,5
0,RoRo,ADELAIDE,KEMBLA,5
0,RoRo,PYEONGTAEK,MOKPO,4
0,RoRo,MOJI,APRA HARBOR,4
0,RoRo,ADELAIDE,AUCKLAND,4
0,RoRo,ONSAN,SHANGHAI,4
0,RoRo,SHANGHAI,TIANJIN,3
0,RoRo,HIROSHIMA,SUVA,3
0,RoRo,MIKAWA,KISARAZU,3
0,RoRo,HIROSHIMA,YOKKAICHI,3
0,RoRo,YOKOHAMA,OSAKA,3
0,RoRo,OSAKA,MIZUSHIMA,3
0,RoRo,MIZUSHIMA,HIROSHIMA,3
0,RoRo,YOKOHAMA,MIKAWA,3
0,RoRo,SINGAPORE,ADELAIDE,3
0,RoRo,YOKKAICHI,HIROSHIMA,3
0,RoRo,HIROSHIMA,KANDA,3
0,RoRo,NOUMEA,SHANGHAI,3
0,RoRo,PYEONGTAEK,OSAKA,3
0,RoRo,SHANGHAI,PYEONGTAEK,2
0,RoRo,TIANJIN,OSAKA,2
0,RoRo,TIANJIN,MASAN,2
0,RoRo,YOKOHAMA,KEMBLA,2
0,RoRo,TIANJIN,SHANGHAI,2
0,RoRo,KEMBLA,OSAKA,2
0,RoRo,LAEM CHABANG,KWINANA,2
0,RoRo,FREMANTLE,MELBOURNE,2
0,RoRo,SINGAPORE,MELBOURNE,2
0,RoRo,KISARAZU,SUVA,2
0,RoRo,KISARAZU,MIKAWA,2
0,RoRo,YOKKAICHI,MIZUSHIMA,2
0,RoRo,KANDA,OSAKA,2
0,RoRo,YOKKAICHI,MOJI,2
0,RoRo,OSAKA,SAIPAN,2
0,RoRo,MIKAWA,OSAKA,2
0,RoRo,HIBIKINADA,MOJI,2
0,RoRo,MELBOURNE,LAEM CHABANG,2
0,RoRo,SAIPAN,KEMBLA,2
0,RoRo,APRA HARBOR,LAE,2
0,RoRo,GUANGZHOU,SINGAPORE,2
0,RoRo,ONSAN,MASAN,2
0,RoRo,PYEONGTAEK,SHANGHAI,2
0,RoRo,KISARAZU,YOKKAICHI,2
0,RoRo,KANDA,SUVA,2
0,RoRo,DAMMAM,LAEM CHABANG,2
0,RoRo,MASAN,ONSAN,1
0,RoRo,PYEONGTAEK,MASAN,1
0,RoRo,MASAN,BRISBANE,1
0,RoRo,SUVA,SHANGHAI,1
0,RoRo,MASAN,YOKKAICHI,1
0,RoRo,KEMBLA,SHANGHAI,1
0,RoRo,TIANJIN,PYEONGTAEK,1
0,RoRo,MOKPO,SUVA,1
0,RoRo,ONSAN,TIANJIN,1
0,RoRo,OSAKA,NOUMEA,1
0,RoRo,MIKAWA,YOKOHAMA,1
0,RoRo,HIROSHIMA,MIKAWA,1
0,RoRo,BRISBANE,LAEM CHABANG,1
0,RoRo,BRISBANE,HIROSHIMA,1
0,RoRo,SAKAIDE,NAKANOSEKI,1
0,RoRo,NAKANOSEKI,HIROSHIMA,1
0,RoRo,HIROSHIMA,MIZUSHIMA,1
0,RoRo,YOKOHAMA,HIROSHIMA,1
0,RoRo,YOKOHAMA,MIZUSHIMA,1
0,RoRo,MIZUSHIMA,KANDA,1
0,RoRo,MELBOURNE,YOKKAICHI,1
0,RoRo,KISARAZU,OSAKA,1
0,RoRo,YOKKAICHI,BALI,1
0,RoRo,BALI,HONG KONG,1
0,RoRo,HONG KONG,OSAKA,1
0,RoRo,GUANGZHOU,HONG KONG,1
0,RoRo,HONG KONG,MOJI,1
0,RoRo,INNOSHIMA,OSAKA,1
0,RoRo,HONG KONG,BATANGAS,1
0,RoRo,BATANGAS,MOJI,1
0,RoRo,APRA HARBOR,MELBOURNE,1
0,RoRo,KEMBLA,YOKOHAMA,1
0,RoRo,YOKKAICHI,SAIPAN,1
0,RoRo,HONG KONG,HIBIKINADA,1
0,RoRo,BATANGAS,MIKAWA,1
0,RoRo,DARWIN,KWINANA,1
0,RoRo,FREMANTLE,OSAKA,1
0,RoRo,JEBEL ALI,KHALIFA,1
0,RoRo,KHALIFA,MINA KHALIFA,1
0,RoRo,MINA KHALIFA,OSAKA,1
0,RoRo,MIZUSHIMA,SUVA,1
0,RoRo,BRISBANE,SINGAPORE,1
0,RoRo,LAEM CHABANG,BRISBANE,1
0,RoRo,SUVA,OSAKA,1
0,RoRo,SAIPAN,MELBOURNE,1
0,RoRo,MOJI,YOKOHAMA,1
0,RoRo,MELBOURNE,NELSON,1
0,RoRo,MIKAWA,APRA HARBOR,1
0,RoRo,APRA HARBOR,KEMBLA,1
0,RoRo,KUNSAN,HIBIKINADA,1
0,RoRo,MIZUSHIMA,KISARAZU,1
0,RoRo,YOKKAICHI,APRA HARBOR,1
0,RoRo,LAE,SUVA,1
0,RoRo,OSAKA,KISARAZU,1
0,RoRo,BATANGAS,OSAKA,1
0,RoRo,KISARAZU,AUCKLAND,1
0,RoRo,SAKAIDE,MIZUSHIMA,1
0,RoRo,HIROSHIMA,KISARAZU,1
0,RoRo,YOKKAICHI,ATSUMI,1
0,RoRo,ATSUMI,MIKAWA,1
0,RoRo,TIANJIN,DALIAN,1
0,RoRo,DALIAN,MOJI,1
0,RoRo,MASAN,YOKOHAMA,1
0,RoRo,KEMBLA,PYEONGTAEK,1
0,RoRo,MELBOURNE,SHANGHAI,1
0,RoRo,SHANGHAI,MOJI,1
0,RoRo,OSAKA,AUCKLAND,1
0,RoRo,NOUMEA,MOJI,1
0,RoRo,MOJI,ONSAN,1
0,RoRo,NOUMEA,SUVA,1
0,RoRo,DARWIN,MOJI,1
0,RoRo,YOKKAICHI,AUCKLAND,1
0,RoRo,MELBOURNE,PYEONGTAEK,1
0,RoRo,ONSAN,PYEONGTAEK,1
0,RoRo,ONSAN,FREMANTLE,1
0,RoRo,FREMANTLE,DARWIN,1
0,RoRo,DARWIN,OSAKA,1
0,RoRo,MINA KHALIFA,SHUWAIKH,1
0,RoRo,SHUWAIKH,DAMMAM,1
0,RoRo,DAMMAM,OSAKA,1
0,RoRo,LAE,MOTUKEA ISLAND,1
0,RoRo,MOTUKEA ISLAND,SUVA,1
0,RoRo,SHANGHAI,BRISBANE,1
0,RoRo,MELBOURNE,OSAKA,1
0,RoRo,YOKOHAMA,HITACHINAKA,1
0,RoRo,HITACHINAKA,SUVA,1
0,RoRo,JEBEL ALI,DAMMAM,1
0,RoRo,MIKAWA,HIROSHIMA,1
0,RoRo,KISARAZU,HIROSHIMA,1
0,RoRo,MIKAWA,AUCKLAND,1
0,RoRo,JEBEL ALI,RAS TANURA,1
0,RoRo,RAS TANURA,DAMMAM,1
0,RoRo,DAMMAM,YOKKAICHI,1
0,RoRo,YOKOHAMA,MOJI,1
0,RoRo,MOJI,AUCKLAND,1
0,Tanker,HAY POINT,MACKAY,10
0,Tanker,MACKAY,NEW PLYMOUTH,7
0,Tanker,GLADSTONE,HAY POINT,6
0,Tanker,GWANGYANG,YOSU,6
0,Tanker,YOSU,ONSAN,4
0,Tanker,SINGAPORE,MELBOURNE,4
0,Tanker,ONSAN,GLADSTONE,3
0,Tanker,YOSU,DAESAN,3
0,Tanker,OSAKA,TAURANGA,3
0,Tanker,BRISBANE,NEW PLYMOUTH,3
0,Tanker,SUZHOU,ONSAN,3
0,Tanker,KLANG,SINGAPORE,3
0,Tanker,MELBOURNE,BOTANY,3
0,Tanker,YOSU,GWANGYANG,3
0,Tanker,ONSAN,TOWNSVILLE,3
0,Tanker,MACKAY,BRISBANE,2
0,Tanker,BRISBANE,BOTANY,2
0,Tanker,BOTANY,MELBOURNE,2
0,Tanker,MELBOURNE,NEW PLYMOUTH,2
0,Tanker,CHITTAGONG,SINGAPORE,2
0,Tanker,SUZHOU,YOSU,2
0,Tanker,KUANTAN,SINGAPORE,2
0,Tanker,BOTANY,TAURANGA,2
0,Tanker,SINGAPORE,FREMANTLE,2
0,Tanker,MELBOURNE,TAURANGA,2
0,Tanker,GEELONG,BRISBANE,2
0,Tanker,BRISBANE,KEMAMAN,2
0,Tanker,KEMAMAN,SINGAPORE,2
0,Tanker,TOWNSVILLE,TAURANGA,2
0,Tanker,TOWNSVILLE,CAIRNS,2
0,Tanker,SINGAPORE,TAURANGA,2
0,Tanker,MAPTAPHUT,MAP TA PHUT,2
0,Tanker,GLADSTONE,FISHERMANS LANDING,2
0,Tanker,JIAXING,ZHAPU,2
0,Tanker,ZHAPU,ONSAN,2
0,Tanker,ONSAN,HAY POINT,2
0,Tanker,BELL BAY,NEW PLYMOUTH,2
0,Tanker,BATU AMPAR,SINGAPORE,2
0,Tanker,NEWCASTLE,TAURANGA,2
0,Tanker,ONSAN,KURE,2
0,Tanker,KURE,OSAKA,2
0,Tanker,GWANGYANG,ONSAN,2
0,Tanker,ONSAN,GWANGYANG,2
0,Tanker,ONSAN,BELL BAY,2
0,Tanker,CHENGXI,SUZHOU,2
0,Tanker,CAIRNS,NEW PLYMOUTH,2
0,Tanker,TOWNSVILLE,MACKAY,2
0,Tanker,SINGAPORE,KUANTAN,1
0,Tanker,KUANTAN,MACKAY,1
0,Tanker,SINGAPORE,QINZHOU,1
0,Tanker,QINZHOU,CHITTAGONG,1
0,Tanker,SINGAPORE,NAPA NAPA,1
0,Tanker,NAPA NAPA,NEW PLYMOUTH,1
0,Tanker,MAP TA PHUT,TAICHUNG,1
0,Tanker,TAICHUNG,QUANZHOU,1
0,Tanker,QUANZHOU,GLADSTONE,1
0,Tanker,KASHIMA,MIZUSHIMA,1
0,Tanker,MIZUSHIMA,NEWCASTLE,1
0,Tanker,NEWCASTLE,VAVOUTO,1
0,Tanker,VAVOUTO,GLADSTONE,1
0,Tanker,GLADSTONE,SOUTH TREES,1
0,Tanker,SOUTH TREES,NEW PLYMOUTH,1
0,Tanker,SINGAPORE,KLANG,1
0,Tanker,KLANG,BRISBANE,1
0,Tanker,ONSAN,TAICHUNG,1
0,Tanker,TAICHUNG,SINGAPORE,1
0,Tanker,MELBOURNE,GEELONG,1
0,Tanker,GEELONG,BOTANY,1
0,Tanker,DARWIN,WYNDHAM,1
0,Tanker,WYNDHAM,GOVE,1
0,Tanker,GOVE,EVANS LANDING,1
0,Tanker,EVANS LANDING,KAOHSIUNG,1
0,Tanker,KAOHSIUNG,MAILIAO,1
0,Tanker,MAILIAO,TAURANGA,1
0,Tanker,FREMANTLE,GEELONG,1
0,Tanker,GEELONG,MELBOURNE,1
0,Tanker,SINGAPORE,PORT CHALMERS,1
0,Tanker,BRISBANE,YEOSU,1
0,Tanker,YEOSU,DAESAN,1
0,Tanker,DAESAN,YOSU,1
0,Tanker,YOSU,NEW PLYMOUTH,1
0,Tanker,MACKAY,YOSU,1
0,Tanker,DAESAN,TAURANGA,1
0,Tanker,KAKINADA,CHITTAGONG,1
0,Tanker,SINGAPORE,OSAKA,1
0,Tanker,SINGAPORE,ZHUHAI,1
0,Tanker,ZHUHAI,GUANGZHOU,1
0,Tanker,GUANGZHOU,ONSAN,1
0,Tanker,ONSAN,OSAKA,1
0,Tanker,OSAKA,TOWNSVILLE,1
0,Tanker,MACKAY,TOWNSVILLE,1
0,Tanker,CAIRNS,SINGAPORE,1
0,Tanker,SINGAPORE,"GRESIK, JAVA",1
0,Tanker,"GRESIK, JAVA",MAPTAPHUT,1
0,Tanker,MAP TA PHUT,SRIRACHA,1
0,Tanker,SRIRACHA,NEW PLYMOUTH,1
0,Tanker,GWANGYANG,INCHEON,1
0,Tanker,INCHEON,MOKPO,1
0,Tanker,MOKPO,ONSAN,1
0,Tanker,GLADSTONE,KEMBLA,1
0,Tanker,KEMBLA,NEW PLYMOUTH,1
0,Tanker,HOBART,KEELUNG,1
0,Tanker,KEELUNG,GAMCHEON,1
0,Tanker,GAMCHEON,KURE,1
0,Tanker,KURE,GLADSTONE,1
0,Tanker,FISHERMANS LANDING,NEW PLYMOUTH,1
0,Tanker,ONSAN,MELBOURNE,1
0,Tanker,MELBOURNE,CRIB POINT,1
0,Tanker,CRIB POINT,BRISBANE,1
0,Tanker,PYEONGTAEK,DANGJIN,1
0,Tanker,DANGJIN,DAESAN,1
0,Tanker,DAESAN,ONSAN,1
0,Tanker,YIZHENG,SUZHOU,1
0,Tanker,ONSAN,BOTANY,1
0,Tanker,BOTANY,KURNELL,1
0,Tanker,KURNELL,BELL BAY,1
0,Tanker,DAESAN,GLADSTONE,1
0,Tanker,SINGAPORE,MAPTAPHUT,1
0,Tanker,MAP TA PHUT,BATU AMPAR,1
0,Tanker,BATU AMPAR,NEW PLYMOUTH,1
0,Tanker,SINGAPORE,SORONG,1
0,Tanker,SORONG,"JAYAPURA, IRIAN JAYA",1
0,Tanker,"JAYAPURA, IRIAN JAYA",ONSAN,1
0,Tanker,ONSAN,SUVA,1
0,Tanker,SUVA,NEW PLYMOUTH,1
0,Tanker,MAP TA PHUT,KLANG,1
0,Tanker,BOTANY,NEWCASTLE,1
0,Tanker,SHANGHAI,SUZHOU,1
0,Tanker,SUZHOU,CHENGXI,1
0,Tanker,CHENGXI,YOSU,1
0,Tanker,YOSU,OSAKA,1
0,Tanker,OSAKA,LAUTOKA,1
0,Tanker,LAUTOKA,TAURANGA,1
0,Tanker,FREMANTLE,MELBOURNE,1
0,Tanker,BOTANY,BRISBANE,1
0,Tanker,DAESAN,MAILIAO,1
0,Tanker,MAILIAO,HO CHI MINH,1
0,Tanker,HO CHI MINH,DONG NAI,1
0,Tanker,DONG NAI,SINGAPORE,1
0,Tanker,TAICHUNG,MAILIAO,1
0,Tanker,MAILIAO,KAOHSIUNG,1
0,Tanker,KAOHSIUNG,SINGAPORE,1
0,Tanker,CHENGXI,GWANGYANG,1
0,Tanker,KUANTAN,MAILIAO,1
0,Tanker,MAILIAO,YOSU,1
0,Tanker,ONSAN,KASHIMA,1
0,Tanker,KASHIMA,TAURANGA,1
0,Tanker,SINGAPORE,BRUNEI,1
0,Tanker,BRUNEI,CHENGXI,1
0,Tanker,CHENGXI,QINGDAO,1
0,Tanker,QINGDAO,BASAMUK,1
0,Tanker,BASAMUK,TAURANGA,1
0,Tanker,BATANGAS,ONSAN,1
0,Tanker,YOSU,KURE,1
0,Tanker,SINGAPORE,LYTTELTON,1
0,Tanker,SINGAPORE,BONTANG,1
0,Tanker,BONTANG,TANJUNG LIMAU BONTANG,1
0,Tanker,TANJUNG LIMAU BONTANG,BUNBURY,1
0,Tanker,BUNBURY,NEWCASTLE,1
0,Tanker,KURE,TOWNSVILLE,1
0,Tanker,HONIARA,RABAUL,1
0,Tanker,RABAUL,MADANG,1
0,Tanker,MADANG,LAE,1
0,Tanker,LAE,NAPA NAPA,1
0,Tanker,NAPA NAPA,SINGAPORE,1
0,Tanker,YOSU,KASHIMA,1
0,Tanker,KASHIMA,GLADSTONE,1
0,Tanker,GLADSTONE,MACKAY,1
0,Tanker,BELL BAY,BOTANY,1
0,Tanker,BOTANY,NEW PLYMOUTH,1
0,Tanker,DAESAN,DANGJIN,1
0,Tanker,DANGJIN,ONSAN,1
0,Tanker,BELL BAY,CRIB POINT,1
0,Tanker,CRIB POINT,NEW PLYMOUTH,1
0,Tanker,SUZHOU,KAOHSIUNG,1
0,Tanker,KAOHSIUNG,GLADSTONE,1
0,Tanker,DANGJIN,GWANGYANG,1
0,Tanker,MACKAY,ALMA,1
0,Tanker,ALMA,NEW PLYMOUTH,1
0,Tanker,SINGAPORE,CIWANDAN,1
0,Tanker,CIWANDAN,GLADSTONE,1
0,Tanker,FISHERMANS LANDING,ALMA,1
0,Tanker,ALMA,BRISBANE,1
0,Tanker,PARADIP,KLANG,1
0,Tanker,SINGAPORE,NEWCASTLE,1
0,Tanker,NEWCASTLE,BRISBANE,1
0,Tanker,BRISBANE,MELBOURNE,1
0,Tanker,MELBOURNE,TIMARU,1
0,Tanker,ZHAPU,SUZHOU,1
0,Tanker,MACKAY,CAIRNS,1
0,Tanker,GAMCHEON,ONSAN,1
0,Tanker,MACKAY,CRIB POINT,1
0,Tanker,CRIB POINT,BELL BAY,1
1,Bulker,SAN LORENZO,ZONA COMUN,10
1,Bulker,R_O DE LA PLATA,SAN LORENZO,7
1,Bulker,CRIST_BAL,TABOGUILLA,5
1,Bulker,NEW ORLEANS,CRIST_BAL,5
1,Bulker,RIZHAO,LANSHAN,4
1,Bulker,TABOGUILLA,TAURANGA,4
1,Bulker,BELLE CHASSE,NEW ORLEANS,4
1,Bulker,SHANGHAI,SUZHOU,3
1,Bulker,GLADSTONE,SOUTH TREES,3
1,Bulker,BAYAH,PAPEETE,3
1,Bulker,ZONA COMUN,QUEQUEN,3
1,Bulker,RAINIER,GLADSTONE,2
1,Bulker,SINGAPORE,BAYAH,2
1,Bulker,PAPEETE,TAURANGA,2
1,Bulker,ZONA COMUN,PUNTA ARENAS,2
1,Bulker,ZONA COMUN,NEW PLYMOUTH,2
1,Bulker,ASTORIA,LINNTON,2
1,Bulker,LANSHAN,BURRARD INLET,2
1,Bulker,BURRARD INLET,VANCOUVER,2
1,Bulker,PUNTA ARENAS,LYTTELTON,2
1,Bulker,ZONA COMUN,LYTTELTON,2
1,Bulker,CROFTON,RIZHAO,1
1,Bulker,LANSHAN,SHANGHAI,1
1,Bulker,SUZHOU,YOSU,1
1,Bulker,YOSU,NELSON,1
1,Bulker,ENSENADA,RAINIER,1
1,Bulker,SOUTH TREES,NEWCASTLE,1
1,Bulker,NEWCASTLE,GISBORNE,1
1,Bulker,SOUTH TREES,BELL BAY,1
1,Bulker,BELL BAY,NELSON,1
1,Bulker,HONG KONG,HO CHI MINH,1
1,Bulker,HO CHI MINH,HO CHI MINH CITY,1
1,Bulker,HO CHI MINH CITY,SINGAPORE,1
1,Bulker,HOUSTON,CRIST_BAL,1
1,Bulker,TABOGUILLA,MELONES,1
1,Bulker,MELONES,NEW PLYMOUTH,1
1,Bulker,BARRANQUILLA,PUERTO BRISA,1
1,Bulker,PUERTO BRISA,CRIST_BAL,1
1,Bulker,CRIST_BAL,GATUN,1
1,Bulker,GATUN,CALLAO,1
1,Bulker,CALLAO,CONCHAN,1
1,Bulker,CONCHAN,LYTTELTON,1
1,Bulker,KANDLA,SOHAR,1
1,Bulker,SOHAR,FUJAIRAH,1
1,Bulker,FUJAIRAH,NEWCASTLE,1
1,Bulker,NEWCASTLE,GLADSTONE,1
1,Bulker,SOUTH TREES,PORT CHALMERS,1
1,Bulker,PERAI,SRIRACHA,1
1,Bulker,SRIRACHA,SINGAPORE,1
1,Bulker,TAICHUNG,FANGCHENGGANG,1
1,Bulker,FANGCHENGGANG,HÃ¡Âº LONG,1
1,Bulker,HÃ¡Âº LONG,HONG KONG,1
1,Bulker,HONG KONG,PAPEETE,1
1,Bulker,PAPEETE,GISBORNE,1
1,Bulker,ZHANJIANG,XIAMEN,1
1,Bulker,XIAMEN,KAOHSIUNG,1
1,Bulker,KAOHSIUNG,HÃ¡Âº LONG,1
1,Bulker,HÃ¡Âº LONG,PAPEETE,1
1,Bulker,PAPEETE,TIMARU,1
1,Bulker,CARTAGENA,ALTAMIRA,1
1,Bulker,ALTAMIRA,MISSISSIPPIRVR,1
1,Bulker,MISSISSIPPIRVR,WELCOME,1
1,Bulker,WELCOME,CRIST_BAL,1
1,Bulker,ANNABA,MALTA,1
1,Bulker,MALTA,SAID,1
1,Bulker,SAID,COCHIN,1
1,Bulker,COCHIN,TIMARU,1
1,Bulker,PARANAGU_,R_O DE LA PLATA,1
1,Bulker,ZONA COMUN,BAHIA BLANCA,1
1,Bulker,BAHIA BLANCA,LYTTELTON,1
1,Bulker,CRIST_BAL,PARAISO,1
1,Bulker,PARAISO,CORINTO,1
1,Bulker,CORINTO,TAURANGA,1
1,Bulker,POINT COMFORT,HOUSTON,1
1,Bulker,HOUSTON,BELLE CHASSE,1
1,Bulker,CAMPANA,NUEVA PALMIRA,1
1,Bulker,NUEVA PALMIRA,ZONA COMUN,1
1,Bulker,ZONA COMUN,R_O DE LA PLATA,1
1,Bulker,R_O DE LA PLATA,PUNTA ARENAS,1
1,Bulker,PUNTA ARENAS,TAURANGA,1
1,Bulker,LINNTON,CAIRNS,1
1,Bulker,CAIRNS,TOWNSVILLE,1
1,Bulker,TOWNSVILLE,HAY POINT,1
1,Bulker,HAY POINT,MACKAY,1
1,Bulker,MACKAY,DEVONPORT,1
1,Bulker,DEVONPORT,TAURANGA,1
1,Bulker,CORPUS CHRISTI,CRIST_BAL,1
1,Bulker,CRIST_BAL,PISCO,1
1,Bulker,PISCO,CALLAO,1
1,Bulker,CALLAO,WELLINGTON,1
1,Bulker,SURABAYA,"GRESIK, JAVA",1
1,Bulker,"GRESIK, JAVA",SURABAYA,1
1,Bulker,SURABAYA,NEW PRIOK,1
1,Bulker,NEW PRIOK,BAYAH,1
1,Bulker,PAPEETE,NAPIER,1
1,Bulker,SAN LORENZO,BAHIA BLANCA,1
1,Bulker,BAHIA BLANCA,INGENIERO WHITE,1
1,Bulker,INGENIERO WHITE,LYTTELTON,1
1,Bulker,EVERGLADES,BELLE CHASSE,1
1,Bulker,SANTOS,RIO GRANDE,1
1,Bulker,RIO GRANDE,R_O DE LA PLATA,1
1,Bulker,PUNTA ARENAS,AUCKLAND,1
1,Bulker,NEAPOLI VOION,CONSTAN_A,1
1,Bulker,CONSTAN_A,SAID,1
1,Bulker,SAID,SINGAPORE,1
1,Bulker,SINGAPORE,AUCKLAND,1
1,Bulker,KALAMA,YOKKAICHI,1
1,Bulker,YOKKAICHI,OSAKA,1
1,Bulker,OSAKA,FUKUOKA,1
1,Bulker,FUKUOKA,GAMCHEON,1
1,Bulker,GAMCHEON,TSUKUMI,1
1,Bulker,TSUKUMI,TAURANGA,1
1,Bulker,LOS ANGELES,MANCHESTER,1
1,Bulker,MANCHESTER,TACOMA,1
1,Bulker,TACOMA,LOS ANGELES,1
1,Bulker,LOS ANGELES,GUAYAQUIL,1
1,Bulker,GUAYAQUIL,NAPIER,1
1,Bulker,MONTEVIDEO,NUEVA PALMIRA,1
1,Bulker,NUEVA PALMIRA,INGENIERO BUITRAGO,1
1,Bulker,INGENIERO BUITRAGO,ROSARIO,1
1,Bulker,ROSARIO,SAN LORENZO,1
1,Bulker,WESTHAVEN COVE,HOQUIAM,1
1,Bulker,HOQUIAM,YOSU,1
1,Bulker,YOSU,SUBIC BAY,1
1,Bulker,SUBIC BAY,LYTTELTON,1
1,Bulker,LINNTON,"KASHIMA, IBARAKI",1
1,Bulker,"KASHIMA, IBARAKI",KASHIMA,1
1,Bulker,KASHIMA,TOKYO,1
1,Bulker,TOKYO,LYTTELTON,1
1,Bulker,US PDX,LINNTON,1
1,Bulker,LINNTON,BURRARD INLET,1
1,Bulker,BURRARD INLET,TOWNSVILLE,1
1,Bulker,TOWNSVILLE,GEELONG,1
1,Bulker,GEELONG,AUCKLAND,1
1,Bulker,QUEQUEN,TAURANGA,1
1,Bulker,CROFTON,HARMAC,1
1,Bulker,HARMAC,SHANGHAI,1
1,Bulker,SUZHOU,NAPIER,1
1,Bulker,HYDER,RIZHAO,1
1,Bulker,LANSHAN,MATSUYAMA,1
1,Bulker,MATSUYAMA,MASAKI-CHO,1
1,Bulker,MASAKI-CHO,TAURANGA,1
1,Bulker,PRINCE RUPERT,QUANZHOU,1
1,Bulker,QUANZHOU,PUTIAN,1
1,Bulker,PUTIAN,HONG KONG,1
1,Bulker,HONG KONG,BATANGAS,1
1,Bulker,BATANGAS,TIMARU,1
1,Bulker,INCHEON,RIZHAO,1
1,Bulker,VANCOUVER,SUVA,1
1,Bulker,SUVA,LYTTELTON,1
1,Bulker,GAMCHEON,RIZHAO,1
1,Bulker,VANCOUVER,NAPIER,1
1,Bulker,NEW ORLEANS,PANAMA CITY,1
1,Bulker,PANAMA CITY,NEW ORLEANS,1
1,Bulker,CRIST_BAL,TAURANGA,1
1,Bulker,ZONA COMUN,BAHIA DE MATARANI,1
1,Bulker,BAHIA DE MATARANI,CALLAO,1
1,Bulker,CALLAO,PAITA,1
1,Bulker,PAITA,NAPIER,1
1,Bulker,PORTO DE MACEIO,SAN LORENZO,1
1,Bulker,VITORIA,VIT_RIA,1
1,Bulker,VIT_RIA,SAN LORENZO,1
1,Bulker,PECEM,PRAIA MOLE,1
1,Bulker,PRAIA MOLE,R_O DE LA PLATA,1
1,Bulker,QUEQUEN,SANTOS,1
1,Bulker,SANTOS,PUNTA ARENAS,1
1,Bulker,VANCOUVER,SHANGHAI,1
1,Bulker,SHANGHAI,YANGZHOU,1
1,Bulker,YANGZHOU,CHENGXI,1
1,Bulker,CHENGXI,TARAKAN,1
1,Bulker,TARAKAN,SAMARINDA,1
